Date,Consumer Items,Values
1/10/2021,Instant Coffee (Per 200 Gram),10.17
1/11/2021,Instant Coffee (Per 200 Gram),10.23
1/12/2021,Instant Coffee (Per 200 Gram),10.22
1/1/2022,Instant Coffee (Per 200 Gram),10.21
1/2/2022,Instant Coffee (Per 200 Gram),10.22
1/3/2022,Instant Coffee (Per 200 Gram),10.4
1/4/2022,Instant Coffee (Per 200 Gram),10.54
1/5/2022,Instant Coffee (Per 200 Gram),10.56
1/6/2022,Instant Coffee (Per 200 Gram),10.51
1/7/2022,Instant Coffee (Per 200 Gram),10.43
1/8/2022,Instant Coffee (Per 200 Gram),10.55
1/9/2022,Instant Coffee (Per 200 Gram),10.57
1/10/2022,Instant Coffee (Per 200 Gram),10.55
1/11/2022,Instant Coffee (Per 200 Gram),10.53
1/12/2022,Instant Coffee (Per 200 Gram),10.55
1/1/2014,Infant Milk Powder (Per 100 Gram),5.43
1/2/2014,Infant Milk Powder (Per 100 Gram),5.43
1/3/2014,Infant Milk Powder (Per 100 Gram),5.57
1/4/2014,Infant Milk Powder (Per 100 Gram),5.62
1/5/2014,Infant Milk Powder (Per 100 Gram),5.66
1/6/2014,Infant Milk Powder (Per 100 Gram),5.68
1/7/2014,Infant Milk Powder (Per 100 Gram),5.75
1/8/2014,Infant Milk Powder (Per 100 Gram),5.76
1/9/2014,Infant Milk Powder (Per 100 Gram),5.76
1/10/2014,Infant Milk Powder (Per 100 Gram),5.77
1/11/2014,Infant Milk Powder (Per 100 Gram),5.78
1/12/2014,Infant Milk Powder (Per 100 Gram),5.81
1/1/2015,Infant Milk Powder (Per 100 Gram),5.83
1/2/2015,Infant Milk Powder (Per 100 Gram),5.83
1/3/2015,Infant Milk Powder (Per 100 Gram),5.82
1/4/2015,Infant Milk Powder (Per 100 Gram),5.86
1/5/2015,Infant Milk Powder (Per 100 Gram),5.93
1/6/2015,Infant Milk Powder (Per 100 Gram),5.96
1/7/2015,Infant Milk Powder (Per 100 Gram),6.05
1/8/2015,Infant Milk Powder (Per 100 Gram),6.04
1/9/2015,Infant Milk Powder (Per 100 Gram),6.04
1/10/2015,Infant Milk Powder (Per 100 Gram),6.06
1/11/2015,Infant Milk Powder (Per 100 Gram),6.07
1/12/2015,Infant Milk Powder (Per 100 Gram),6.07
1/1/2016,Infant Milk Powder (Per 100 Gram),6.1
1/2/2016,Infant Milk Powder (Per 100 Gram),6.1
1/3/2016,Infant Milk Powder (Per 100 Gram),6.16
1/4/2016,Infant Milk Powder (Per 100 Gram),6.25
1/5/2016,Infant Milk Powder (Per 100 Gram),6.26
1/6/2016,Infant Milk Powder (Per 100 Gram),6.28
1/7/2016,Infant Milk Powder (Per 100 Gram),6.28
1/8/2016,Infant Milk Powder (Per 100 Gram),6.25
1/9/2016,Infant Milk Powder (Per 100 Gram),6.27
1/10/2016,Infant Milk Powder (Per 100 Gram),6.25
1/11/2016,Infant Milk Powder (Per 100 Gram),6.27
1/12/2016,Infant Milk Powder (Per 100 Gram),6.26
1/1/2017,Infant Milk Powder (Per 100 Gram),6.27
1/2/2017,Infant Milk Powder (Per 100 Gram),6.28
1/3/2017,Infant Milk Powder (Per 100 Gram),6.31
1/4/2017,Infant Milk Powder (Per 100 Gram),6.26
1/5/2017,Infant Milk Powder (Per 100 Gram),6.32
1/6/2017,Infant Milk Powder (Per 100 Gram),6.28
1/7/2017,Infant Milk Powder (Per 100 Gram),6.3
1/8/2017,Infant Milk Powder (Per 100 Gram),6.29
1/9/2017,Infant Milk Powder (Per 100 Gram),6.3
1/10/2017,Infant Milk Powder (Per 100 Gram),6.31
1/11/2017,Infant Milk Powder (Per 100 Gram),6.31
1/12/2017,Infant Milk Powder (Per 100 Gram),6.3
1/1/2018,Infant Milk Powder (Per 100 Gram),6.31
1/2/2018,Infant Milk Powder (Per 100 Gram),6.34
1/3/2018,Infant Milk Powder (Per 100 Gram),6.27
1/4/2018,Infant Milk Powder (Per 100 Gram),6.32
1/5/2018,Infant Milk Powder (Per 100 Gram),6.32
1/6/2018,Infant Milk Powder (Per 100 Gram),6.28
1/7/2018,Infant Milk Powder (Per 100 Gram),6.31
1/8/2018,Infant Milk Powder (Per 100 Gram),6.3
1/9/2018,Infant Milk Powder (Per 100 Gram),6.31
1/10/2018,Infant Milk Powder (Per 100 Gram),6.28
1/11/2018,Infant Milk Powder (Per 100 Gram),6.31
1/12/2018,Infant Milk Powder (Per 100 Gram),6.31
1/1/2019,Infant Milk Powder (Per 100 Gram),6.16
1/2/2019,Infant Milk Powder (Per 100 Gram),6.16
1/3/2019,Infant Milk Powder (Per 100 Gram),6.12
1/4/2019,Infant Milk Powder (Per 100 Gram),6.07
1/5/2019,Infant Milk Powder (Per 100 Gram),6.11
1/6/2019,Infant Milk Powder (Per 100 Gram),6.12
1/7/2019,Infant Milk Powder (Per 100 Gram),6.15
1/8/2019,Infant Milk Powder (Per 100 Gram),6.16
1/9/2019,Infant Milk Powder (Per 100 Gram),6.17
1/10/2019,Infant Milk Powder (Per 100 Gram),6.15
1/11/2019,Infant Milk Powder (Per 100 Gram),6.15
1/12/2019,Infant Milk Powder (Per 100 Gram),6.12
1/1/2020,Infant Milk Powder (Per 100 Gram),6.18
1/2/2020,Infant Milk Powder (Per 100 Gram),6.16
1/3/2020,Infant Milk Powder (Per 100 Gram),6.16
1/4/2020,Infant Milk Powder (Per 100 Gram),6.17
1/5/2020,Infant Milk Powder (Per 100 Gram),6.16
1/6/2020,Infant Milk Powder (Per 100 Gram),6.16
1/7/2020,Infant Milk Powder (Per 100 Gram),6.16
1/8/2020,Infant Milk Powder (Per 100 Gram),6.15
1/9/2020,Infant Milk Powder (Per 100 Gram),6.15
1/10/2020,Infant Milk Powder (Per 100 Gram),6.15
1/11/2020,Infant Milk Powder (Per 100 Gram),6.15
1/12/2020,Infant Milk Powder (Per 100 Gram),6.15
1/1/2021,Infant Milk Powder (Per 100 Gram),6.15
1/2/2021,Infant Milk Powder (Per 100 Gram),6.15
1/3/2021,Infant Milk Powder (Per 100 Gram),6.16
1/4/2021,Infant Milk Powder (Per 100 Gram),6.17
1/5/2021,Infant Milk Powder (Per 100 Gram),6.17
1/6/2021,Infant Milk Powder (Per 100 Gram),6.17
1/7/2021,Infant Milk Powder (Per 100 Gram),6.17
1/8/2021,Infant Milk Powder (Per 100 Gram),6.17
1/9/2021,Infant Milk Powder (Per 100 Gram),6.17
1/10/2021,Infant Milk Powder (Per 100 Gram),6.17
1/11/2021,Infant Milk Powder (Per 100 Gram),6.17
1/12/2021,Infant Milk Powder (Per 100 Gram),6.17
1/1/2022,Infant Milk Powder (Per 100 Gram),6.17
1/2/2022,Infant Milk Powder (Per 100 Gram),6.18
1/3/2022,Infant Milk Powder (Per 100 Gram),6.21
1/4/2022,Infant Milk Powder (Per 100 Gram),6.31
1/5/2022,Infant Milk Powder (Per 100 Gram),6.34
1/6/2022,Infant Milk Powder (Per 100 Gram),6.34
1/7/2022,Infant Milk Powder (Per 100 Gram),6.34
1/8/2022,Infant Milk Powder (Per 100 Gram),6.34
1/9/2022,Infant Milk Powder (Per 100 Gram),6.34
1/10/2022,Infant Milk Powder (Per 100 Gram),6.34
1/11/2022,Infant Milk Powder (Per 100 Gram),6.35
1/12/2022,Infant Milk Powder (Per 100 Gram),6.53
1/1/2014,Ice Kachang (Per Bowl),1.84
1/2/2014,Ice Kachang (Per Bowl),1.87
1/3/2014,Ice Kachang (Per Bowl),1.87
1/4/2014,Ice Kachang (Per Bowl),1.88
1/5/2014,Ice Kachang (Per Bowl),1.88
1/6/2014,Ice Kachang (Per Bowl),1.91
1/7/2014,Ice Kachang (Per Bowl),1.91
1/8/2014,Ice Kachang (Per Bowl),1.91
1/9/2014,Ice Kachang (Per Bowl),1.91
1/10/2014,Ice Kachang (Per Bowl),1.91
1/11/2014,Ice Kachang (Per Bowl),1.91
1/12/2014,Ice Kachang (Per Bowl),1.9
1/1/2015,Ice Kachang (Per Bowl),1.9
1/2/2015,Ice Kachang (Per Bowl),1.9
1/3/2015,Ice Kachang (Per Bowl),1.9
1/4/2015,Ice Kachang (Per Bowl),1.89
1/5/2015,Ice Kachang (Per Bowl),1.89
1/6/2015,Ice Kachang (Per Bowl),1.9
1/7/2015,Ice Kachang (Per Bowl),1.9
1/8/2015,Ice Kachang (Per Bowl),1.9
1/9/2015,Ice Kachang (Per Bowl),1.9
1/10/2015,Ice Kachang (Per Bowl),1.9
1/11/2015,Ice Kachang (Per Bowl),1.9
1/12/2015,Ice Kachang (Per Bowl),1.89
1/1/2016,Ice Kachang (Per Bowl),1.89
1/2/2016,Ice Kachang (Per Bowl),1.89
1/3/2016,Ice Kachang (Per Bowl),1.92
1/4/2016,Ice Kachang (Per Bowl),1.92
1/5/2016,Ice Kachang (Per Bowl),1.93
1/6/2016,Ice Kachang (Per Bowl),1.93
1/7/2016,Ice Kachang (Per Bowl),1.94
1/8/2016,Ice Kachang (Per Bowl),1.94
1/9/2016,Ice Kachang (Per Bowl),1.94
1/10/2016,Ice Kachang (Per Bowl),1.94
1/11/2016,Ice Kachang (Per Bowl),1.95
1/12/2016,Ice Kachang (Per Bowl),1.95
1/1/2017,Ice Kachang (Per Bowl),1.95
1/2/2017,Ice Kachang (Per Bowl),1.96
1/3/2017,Ice Kachang (Per Bowl),1.96
1/4/2017,Ice Kachang (Per Bowl),1.96
1/5/2017,Ice Kachang (Per Bowl),1.96
1/6/2017,Ice Kachang (Per Bowl),1.97
1/7/2017,Ice Kachang (Per Bowl),1.97
1/8/2017,Ice Kachang (Per Bowl),1.97
1/9/2017,Ice Kachang (Per Bowl),1.97
1/10/2017,Ice Kachang (Per Bowl),1.97
1/11/2017,Ice Kachang (Per Bowl),1.97
1/12/2017,Ice Kachang (Per Bowl),1.97
1/1/2018,Ice Kachang (Per Bowl),1.97
1/2/2018,Ice Kachang (Per Bowl),1.97
1/3/2018,Ice Kachang (Per Bowl),1.97
1/4/2018,Ice Kachang (Per Bowl),1.98
1/5/2018,Ice Kachang (Per Bowl),1.99
1/6/2018,Ice Kachang (Per Bowl),1.99
1/7/2018,Ice Kachang (Per Bowl),1.99
1/8/2018,Ice Kachang (Per Bowl),1.99
1/9/2018,Ice Kachang (Per Bowl),1.99
1/10/2018,Ice Kachang (Per Bowl),1.99
1/11/2018,Ice Kachang (Per Bowl),1.99
1/12/2018,Ice Kachang (Per Bowl),1.99
1/1/2019,Ice Kachang (Per Bowl),2.02
1/2/2019,Ice Kachang (Per Bowl),2.02
1/3/2019,Ice Kachang (Per Bowl),2.02
1/4/2019,Ice Kachang (Per Bowl),2.02
1/5/2019,Ice Kachang (Per Bowl),2.02
1/6/2019,Ice Kachang (Per Bowl),2.02
1/7/2019,Ice Kachang (Per Bowl),2.03
1/8/2019,Ice Kachang (Per Bowl),2.03
1/9/2019,Ice Kachang (Per Bowl),2.04
1/10/2019,Ice Kachang (Per Bowl),2.04
1/11/2019,Ice Kachang (Per Bowl),2.05
1/12/2019,Ice Kachang (Per Bowl),2.05
1/1/2020,Ice Kachang (Per Bowl),2.06
1/2/2020,Ice Kachang (Per Bowl),2.06
1/3/2020,Ice Kachang (Per Bowl),2.07
1/4/2020,Ice Kachang (Per Bowl),2.07
1/5/2020,Ice Kachang (Per Bowl),2.07
1/6/2020,Ice Kachang (Per Bowl),2.07
1/7/2020,Ice Kachang (Per Bowl),2.07
1/8/2020,Ice Kachang (Per Bowl),2.07
1/9/2020,Ice Kachang (Per Bowl),2.08
1/10/2020,Ice Kachang (Per Bowl),2.08
1/11/2020,Ice Kachang (Per Bowl),2.08
1/12/2020,Ice Kachang (Per Bowl),2.08
1/1/2021,Ice Kachang (Per Bowl),2.1
1/2/2021,Ice Kachang (Per Bowl),2.11
1/3/2021,Ice Kachang (Per Bowl),2.11
1/4/2021,Ice Kachang (Per Bowl),2.15
1/5/2021,Ice Kachang (Per Bowl),2.15
1/6/2021,Ice Kachang (Per Bowl),2.15
1/7/2021,Ice Kachang (Per Bowl),2.15
1/8/2021,Ice Kachang (Per Bowl),2.15
1/9/2021,Ice Kachang (Per Bowl),2.15
1/10/2021,Ice Kachang (Per Bowl),2.15
1/11/2021,Ice Kachang (Per Bowl),2.15
1/12/2021,Ice Kachang (Per Bowl),2.16
1/1/2022,Ice Kachang (Per Bowl),2.16
1/2/2022,Ice Kachang (Per Bowl),2.21
1/3/2022,Ice Kachang (Per Bowl),2.23
1/4/2022,Ice Kachang (Per Bowl),2.26
1/5/2022,Ice Kachang (Per Bowl),2.27
1/6/2022,Ice Kachang (Per Bowl),2.29
1/7/2022,Ice Kachang (Per Bowl),2.3
1/8/2022,Ice Kachang (Per Bowl),2.31
1/9/2022,Ice Kachang (Per Bowl),2.33
1/10/2022,Ice Kachang (Per Bowl),2.33
1/11/2022,Ice Kachang (Per Bowl),2.33
1/12/2022,Ice Kachang (Per Bowl),2.33
1/1/2014,Hen Eggs (Per 10),2.06
1/2/2014,Hen Eggs (Per 10),2.08
1/3/2014,Hen Eggs (Per 10),2.07
1/4/2014,Hen Eggs (Per 10),2.05
1/5/2014,Hen Eggs (Per 10),2.05
1/6/2014,Hen Eggs (Per 10),2.06
1/7/2014,Hen Eggs (Per 10),2.07
1/8/2014,Hen Eggs (Per 10),2.1
1/9/2014,Hen Eggs (Per 10),2.13
1/10/2014,Hen Eggs (Per 10),2.23
1/11/2014,Hen Eggs (Per 10),2.36
1/12/2014,Hen Eggs (Per 10),2.45
1/1/2015,Hen Eggs (Per 10),2.4
1/2/2015,Hen Eggs (Per 10),2.41
1/3/2015,Hen Eggs (Per 10),2.39
1/4/2015,Hen Eggs (Per 10),2.3
1/5/2015,Hen Eggs (Per 10),2.18
1/6/2015,Hen Eggs (Per 10),2.1
1/7/2015,Hen Eggs (Per 10),2.06
1/8/2015,Hen Eggs (Per 10),2.08
1/9/2015,Hen Eggs (Per 10),2.23
1/10/2015,Hen Eggs (Per 10),2.2
1/11/2015,Hen Eggs (Per 10),2.16
1/12/2015,Hen Eggs (Per 10),2.15
1/1/2016,Hen Eggs (Per 10),2.12
1/2/2016,Hen Eggs (Per 10),2.14
1/3/2016,Hen Eggs (Per 10),2.17
1/4/2016,Hen Eggs (Per 10),2.16
1/5/2016,Hen Eggs (Per 10),2.2
1/6/2016,Hen Eggs (Per 10),2.19
1/7/2016,Hen Eggs (Per 10),2.19
1/8/2016,Hen Eggs (Per 10),2.19
1/9/2016,Hen Eggs (Per 10),2.2
1/10/2016,Hen Eggs (Per 10),2.18
1/11/2016,Hen Eggs (Per 10),2.16
1/12/2016,Hen Eggs (Per 10),2.14
1/1/2017,Hen Eggs (Per 10),2.14
1/2/2017,Hen Eggs (Per 10),2.15
1/3/2017,Hen Eggs (Per 10),2.12
1/4/2017,Hen Eggs (Per 10),2.12
1/5/2017,Hen Eggs (Per 10),2.11
1/6/2017,Hen Eggs (Per 10),2.12
1/7/2017,Hen Eggs (Per 10),2.06
1/8/2017,Hen Eggs (Per 10),1.99
1/9/2017,Hen Eggs (Per 10),2.1
1/10/2017,Hen Eggs (Per 10),2.08
1/11/2017,Hen Eggs (Per 10),2.06
1/12/2017,Hen Eggs (Per 10),2.06
1/1/2018,Hen Eggs (Per 10),2.09
1/2/2018,Hen Eggs (Per 10),2.14
1/3/2018,Hen Eggs (Per 10),2.12
1/4/2018,Hen Eggs (Per 10),2.09
1/5/2018,Hen Eggs (Per 10),2.11
1/6/2018,Hen Eggs (Per 10),2.11
1/7/2018,Hen Eggs (Per 10),2.11
1/8/2018,Hen Eggs (Per 10),2.15
1/9/2018,Hen Eggs (Per 10),2.15
1/10/2018,Hen Eggs (Per 10),2.17
1/11/2018,Hen Eggs (Per 10),2.2
1/12/2018,Hen Eggs (Per 10),2.26
1/1/2019,Hen Eggs (Per 10),2.42
1/2/2019,Hen Eggs (Per 10),2.44
1/3/2019,Hen Eggs (Per 10),2.45
1/4/2019,Hen Eggs (Per 10),2.37
1/5/2019,Hen Eggs (Per 10),2.37
1/6/2019,Hen Eggs (Per 10),2.35
1/7/2019,Hen Eggs (Per 10),2.35
1/8/2019,Hen Eggs (Per 10),2.39
1/9/2019,Hen Eggs (Per 10),2.39
1/10/2019,Hen Eggs (Per 10),2.4
1/11/2019,Hen Eggs (Per 10),2.35
1/12/2019,Hen Eggs (Per 10),2.35
1/1/2020,Hen Eggs (Per 10),2.36
1/2/2020,Hen Eggs (Per 10),2.33
1/3/2020,Hen Eggs (Per 10),2.35
1/4/2020,Hen Eggs (Per 10),2.47
1/5/2020,Hen Eggs (Per 10),2.43
1/6/2020,Hen Eggs (Per 10),2.43
1/7/2020,Hen Eggs (Per 10),2.42
1/8/2020,Hen Eggs (Per 10),2.43
1/9/2020,Hen Eggs (Per 10),2.4
1/10/2020,Hen Eggs (Per 10),2.37
1/11/2020,Hen Eggs (Per 10),2.39
1/12/2020,Hen Eggs (Per 10),2.4
1/1/2021,Hen Eggs (Per 10),2.4
1/2/2021,Hen Eggs (Per 10),2.45
1/3/2021,Hen Eggs (Per 10),2.42
1/4/2021,Hen Eggs (Per 10),2.42
1/5/2021,Hen Eggs (Per 10),2.48
1/6/2021,Hen Eggs (Per 10),2.51
1/7/2021,Hen Eggs (Per 10),2.51
1/8/2021,Hen Eggs (Per 10),2.52
1/9/2021,Hen Eggs (Per 10),2.51
1/10/2021,Hen Eggs (Per 10),2.5
1/11/2021,Hen Eggs (Per 10),2.58
1/12/2021,Hen Eggs (Per 10),2.6
1/1/2022,Hen Eggs (Per 10),2.67
1/2/2022,Hen Eggs (Per 10),2.73
1/3/2022,Hen Eggs (Per 10),2.86
1/4/2022,Hen Eggs (Per 10),3.14
1/5/2022,Hen Eggs (Per 10),3.15
1/6/2022,Hen Eggs (Per 10),3.13
1/7/2022,Hen Eggs (Per 10),3.1
1/8/2022,Hen Eggs (Per 10),3.1
1/9/2022,Hen Eggs (Per 10),3.11
1/10/2022,Hen Eggs (Per 10),3.13
1/11/2022,Hen Eggs (Per 10),3.25
1/12/2022,Hen Eggs (Per 10),3.3
1/1/2014,Grapes (Per Kilogram),8.55
1/2/2014,Grapes (Per Kilogram),8.59
1/3/2014,Grapes (Per Kilogram),8.48
1/4/2014,Grapes (Per Kilogram),8.64
1/5/2014,Grapes (Per Kilogram),8.81
1/6/2014,Grapes (Per Kilogram),8.99
1/7/2014,Grapes (Per Kilogram),8.71
1/8/2014,Grapes (Per Kilogram),8.94
1/9/2014,Grapes (Per Kilogram),9.2
1/10/2014,Grapes (Per Kilogram),9.29
1/11/2014,Grapes (Per Kilogram),9.43
1/12/2014,Grapes (Per Kilogram),9.46
1/1/2015,Grapes (Per Kilogram),9.55
1/2/2015,Grapes (Per Kilogram),9.54
1/3/2015,Grapes (Per Kilogram),9.47
1/4/2015,Grapes (Per Kilogram),9.34
1/5/2015,Grapes (Per Kilogram),9.12
1/6/2015,Grapes (Per Kilogram),9.02
1/7/2015,Grapes (Per Kilogram),9
1/8/2015,Grapes (Per Kilogram),9.17
1/9/2015,Grapes (Per Kilogram),9.21
1/10/2015,Grapes (Per Kilogram),9.06
1/11/2015,Grapes (Per Kilogram),9.09
1/12/2015,Grapes (Per Kilogram),9.41
1/1/2016,Grapes (Per Kilogram),9.17
1/2/2016,Grapes (Per Kilogram),9.18
1/3/2016,Grapes (Per Kilogram),9.44
1/4/2016,Grapes (Per Kilogram),9.21
1/5/2016,Grapes (Per Kilogram),9.28
1/6/2016,Grapes (Per Kilogram),9.36
1/7/2016,Grapes (Per Kilogram),9.26
1/8/2016,Grapes (Per Kilogram),9.02
1/9/2016,Grapes (Per Kilogram),9.03
1/10/2016,Grapes (Per Kilogram),9.32
1/11/2016,Grapes (Per Kilogram),9.37
1/12/2016,Grapes (Per Kilogram),9.48
1/1/2017,Grapes (Per Kilogram),9.43
1/2/2017,Grapes (Per Kilogram),9.22
1/3/2017,Grapes (Per Kilogram),9.38
1/4/2017,Grapes (Per Kilogram),9.57
1/5/2017,Grapes (Per Kilogram),9.76
1/6/2017,Grapes (Per Kilogram),9.75
1/7/2017,Grapes (Per Kilogram),9.41
1/8/2017,Grapes (Per Kilogram),9.62
1/9/2017,Grapes (Per Kilogram),9.65
1/10/2017,Grapes (Per Kilogram),10
1/11/2017,Grapes (Per Kilogram),10.38
1/12/2017,Grapes (Per Kilogram),10.1
1/1/2018,Grapes (Per Kilogram),9.64
1/2/2018,Grapes (Per Kilogram),9.54
1/3/2018,Grapes (Per Kilogram),9.59
1/4/2018,Grapes (Per Kilogram),9.72
1/5/2018,Grapes (Per Kilogram),10.15
1/6/2018,Grapes (Per Kilogram),9.73
1/7/2018,Grapes (Per Kilogram),9.68
1/8/2018,Grapes (Per Kilogram),9.7
1/9/2018,Grapes (Per Kilogram),10.35
1/10/2018,Grapes (Per Kilogram),10.12
1/11/2018,Grapes (Per Kilogram),10.3
1/12/2018,Grapes (Per Kilogram),10.17
1/1/2019,Grapes (Per Kilogram),9.85
1/2/2019,Grapes (Per Kilogram),9.89
1/3/2019,Grapes (Per Kilogram),9.85
1/4/2019,Grapes (Per Kilogram),9.85
1/5/2019,Grapes (Per Kilogram),9.91
1/6/2019,Grapes (Per Kilogram),9.85
1/7/2019,Grapes (Per Kilogram),9.68
1/8/2019,Grapes (Per Kilogram),10.45
1/9/2019,Grapes (Per Kilogram),10.63
1/10/2019,Grapes (Per Kilogram),11.05
1/11/2019,Grapes (Per Kilogram),10.83
1/12/2019,Grapes (Per Kilogram),10.81
1/1/2020,Grapes (Per Kilogram),10.63
1/2/2020,Grapes (Per Kilogram),10.61
1/3/2020,Grapes (Per Kilogram),10.55
1/4/2020,Grapes (Per Kilogram),10.44
1/5/2020,Grapes (Per Kilogram),11.39
1/6/2020,Grapes (Per Kilogram),11.39
1/7/2020,Grapes (Per Kilogram),10.86
1/8/2020,Grapes (Per Kilogram),10.37
1/9/2020,Grapes (Per Kilogram),11.62
1/10/2020,Grapes (Per Kilogram),12.47
1/11/2020,Grapes (Per Kilogram),12.24
1/12/2020,Grapes (Per Kilogram),11.62
1/1/2021,Grapes (Per Kilogram),11.54
1/2/2021,Grapes (Per Kilogram),11.58
1/3/2021,Grapes (Per Kilogram),11.07
1/4/2021,Grapes (Per Kilogram),11.24
1/5/2021,Grapes (Per Kilogram),11.37
1/6/2021,Grapes (Per Kilogram),11.06
1/7/2021,Grapes (Per Kilogram),11.37
1/8/2021,Grapes (Per Kilogram),15.03
1/9/2021,Grapes (Per Kilogram),15.73
1/10/2021,Grapes (Per Kilogram),15.73
1/11/2021,Grapes (Per Kilogram),14.45
1/12/2021,Grapes (Per Kilogram),14.47
1/1/2022,Grapes (Per Kilogram),12.46
1/2/2022,Grapes (Per Kilogram),12.4
1/3/2022,Grapes (Per Kilogram),12.31
1/4/2022,Grapes (Per Kilogram),12.28
1/5/2022,Grapes (Per Kilogram),11.76
1/6/2022,Grapes (Per Kilogram),11.34
1/7/2022,Grapes (Per Kilogram),13.87
1/8/2022,Grapes (Per Kilogram),15.66
1/9/2022,Grapes (Per Kilogram),17.58
1/10/2022,Grapes (Per Kilogram),15.88
1/11/2022,Grapes (Per Kilogram),15.72
1/12/2022,Grapes (Per Kilogram),15.98
1/1/2014,Golden Snapper (Per Kilogram),18.75
1/2/2014,Golden Snapper (Per Kilogram),17.84
1/3/2014,Golden Snapper (Per Kilogram),16.91
1/4/2014,Golden Snapper (Per Kilogram),17.28
1/5/2014,Golden Snapper (Per Kilogram),18.42
1/6/2014,Golden Snapper (Per Kilogram),18.16
1/7/2014,Golden Snapper (Per Kilogram),17.37
1/8/2014,Golden Snapper (Per Kilogram),17.78
1/9/2014,Golden Snapper (Per Kilogram),18.16
1/10/2014,Golden Snapper (Per Kilogram),18.91
1/11/2014,Golden Snapper (Per Kilogram),18.22
1/12/2014,Golden Snapper (Per Kilogram),18.7
1/1/2015,Golden Snapper (Per Kilogram),20.16
1/2/2015,Golden Snapper (Per Kilogram),20.24
1/3/2015,Golden Snapper (Per Kilogram),19.73
1/4/2015,Golden Snapper (Per Kilogram),18.16
1/5/2015,Golden Snapper (Per Kilogram),17.43
1/6/2015,Golden Snapper (Per Kilogram),18.28
1/7/2015,Golden Snapper (Per Kilogram),19.29
1/8/2015,Golden Snapper (Per Kilogram),18.79
1/9/2015,Golden Snapper (Per Kilogram),19.18
1/10/2015,Golden Snapper (Per Kilogram),17.95
1/11/2015,Golden Snapper (Per Kilogram),18.09
1/12/2015,Golden Snapper (Per Kilogram),18.07
1/1/2016,Golden Snapper (Per Kilogram),21.27
1/2/2016,Golden Snapper (Per Kilogram),20.94
1/3/2016,Golden Snapper (Per Kilogram),17.71
1/4/2016,Golden Snapper (Per Kilogram),17.45
1/5/2016,Golden Snapper (Per Kilogram),17.11
1/6/2016,Golden Snapper (Per Kilogram),18.24
1/7/2016,Golden Snapper (Per Kilogram),18.81
1/8/2016,Golden Snapper (Per Kilogram),18.36
1/9/2016,Golden Snapper (Per Kilogram),18.75
1/10/2016,Golden Snapper (Per Kilogram),18.15
1/11/2016,Golden Snapper (Per Kilogram),18.39
1/12/2016,Golden Snapper (Per Kilogram),18.78
1/1/2017,Golden Snapper (Per Kilogram),20.6
1/2/2017,Golden Snapper (Per Kilogram),18.81
1/3/2017,Golden Snapper (Per Kilogram),18.04
1/4/2017,Golden Snapper (Per Kilogram),18.31
1/5/2017,Golden Snapper (Per Kilogram),18.29
1/6/2017,Golden Snapper (Per Kilogram),17.62
1/7/2017,Golden Snapper (Per Kilogram),18.06
1/8/2017,Golden Snapper (Per Kilogram),18.33
1/9/2017,Golden Snapper (Per Kilogram),19.05
1/10/2017,Golden Snapper (Per Kilogram),18.6
1/11/2017,Golden Snapper (Per Kilogram),18.43
1/12/2017,Golden Snapper (Per Kilogram),18.68
1/1/2018,Golden Snapper (Per Kilogram),19.23
1/2/2018,Golden Snapper (Per Kilogram),20
1/3/2018,Golden Snapper (Per Kilogram),18.8
1/4/2018,Golden Snapper (Per Kilogram),18.81
1/5/2018,Golden Snapper (Per Kilogram),18.08
1/6/2018,Golden Snapper (Per Kilogram),19.41
1/7/2018,Golden Snapper (Per Kilogram),18.72
1/8/2018,Golden Snapper (Per Kilogram),19.63
1/9/2018,Golden Snapper (Per Kilogram),18.49
1/10/2018,Golden Snapper (Per Kilogram),18.75
1/11/2018,Golden Snapper (Per Kilogram),18.46
1/12/2018,Golden Snapper (Per Kilogram),19.05
1/1/2019,Golden Snapper (Per Kilogram),19.92
1/2/2019,Golden Snapper (Per Kilogram),19.35
1/3/2019,Golden Snapper (Per Kilogram),18
1/4/2019,Golden Snapper (Per Kilogram),17.44
1/5/2019,Golden Snapper (Per Kilogram),17.87
1/6/2019,Golden Snapper (Per Kilogram),17.84
1/7/2019,Golden Snapper (Per Kilogram),18.85
1/8/2019,Golden Snapper (Per Kilogram),18.26
1/9/2019,Golden Snapper (Per Kilogram),18.1
1/10/2019,Golden Snapper (Per Kilogram),18.28
1/11/2019,Golden Snapper (Per Kilogram),18.43
1/12/2019,Golden Snapper (Per Kilogram),19.06
1/1/2020,Golden Snapper (Per Kilogram),20.67
1/2/2020,Golden Snapper (Per Kilogram),17.63
1/3/2020,Golden Snapper (Per Kilogram),18.39
1/4/2020,Golden Snapper (Per Kilogram),19.32
1/5/2020,Golden Snapper (Per Kilogram),18.46
1/6/2020,Golden Snapper (Per Kilogram),18.46
1/7/2020,Golden Snapper (Per Kilogram),19.51
1/8/2020,Golden Snapper (Per Kilogram),19.12
1/9/2020,Golden Snapper (Per Kilogram),18.36
1/10/2020,Golden Snapper (Per Kilogram),17.64
1/11/2020,Golden Snapper (Per Kilogram),19
1/12/2020,Golden Snapper (Per Kilogram),18.94
1/1/2021,Golden Snapper (Per Kilogram),20.71
1/2/2021,Golden Snapper (Per Kilogram),22.02
